,Region 0,Region 1,Region 2,Region 3,Region 4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.4012530918085261,0.0,0.14178765880217786,0.11224856321839081
2,0.14178765880217786,0.6734913793103449,0.13879635798356652,0.42536297640653364,0.11224856321839081
3,0.14178765880217786,0.6734913793103449,0.13879635798356652,0.5671506352087115,0.33674568965517243
4,0.42536297640653364,0.5387931034482759,0.13879635798356652,0.42536297640653364,0.5588747029438866
5,0.42536297640653364,0.8081896551724139,0.14178765880217786,0.5671506352087115,0.5588747029438866
6,0.42536297640653364,0.8081896551724139,0.42536297640653364,0.42536297640653364,0.44662613972549586
7,0.5641593343901,0.9428879310344829,0.7089382940108893,0.2835753176043557,0.561242816091954
8,0.5671506352087115,0.805347919394733,0.5671506352087115,0.28058401678574435,1.0102370689655173
9,0.7089382940108893,0.6706496435326641,0.7089382940108893,0.5641593343901,1.1201175190358408
10,0.5671506352087115,0.8081896551724139,0.42536297640653364,0.8507259528130673,1.00786895581745
11,1.1313099695988118,1.20944274698094,1.417876588021779,1.6924780031703004,1.1177494058877737
12,1.5566729460053454,1.745394114651535,2.1178409795768345,2.5461952568019792,1.6789922219797278
13,2.6909742164227684,2.017632402153354,3.3909386079778243,2.2626199391976236,2.3524836012900727
14,2.977540834845736,2.424568965517242,3.541700169235836,2.687982915604157,2.244971264367816
15,3.393929908796435,3.6340117124981814,3.9670631456423697,3.6864791288566248,2.357219827586207
16,3.825275486840192,4.304661356030846,4.253629764065337,3.9670631456423693,2.691597404093312
17,4.531222480032469,4.17564655172414,5.668515051268504,4.247647162428114,3.814083036277221
18,4.9565854564390035,3.90340826422232,6.513258402444348,4.953594155620392,4.9365686684611285
19,3.825275486840192,4.849137931034485,4.959576757257615,4.959576757257614,5.500179597701151
20,3.6864791288566248,6.327977229739562,4.962568058076227,6.941612679669492,6.061422413793104
21,4.250638463246725,4.983836206896553,5.101364416059792,5.955081669691471,6.5080485535185995
22,4.250638463246725,4.310344827586208,5.101364416059792,4.820780399274048,7.403668946117656
23,3.6864791288566248,4.175646551724139,5.529718693284937,4.820780399274048,6.954674693244097
24,2.977540834845736,4.035264804306708,5.246143375680582,5.24315207486197,7.964911762209611
25,2.40141629718119,2.963362068965518,4.392426122048903,4.537205081669692,8.081896551724137
26,2.5432039559833677,2.55642550560163,4.2536297640653356,3.686479128856624,10.661245392599058
27,2.4014162971811897,1.6163793103448278,4.5372050816696925,2.8357531760435575,11.561602011494251
28,1.9820359224118789,1.077586206896552,4.111842105263158,2.410390199637024,10.775862068965516
29,1.5596642468239565,1.4816810344827587,3.119328493647914,2.2686025408348462,11.33710488505747
30,1.4148852872031674,1.0747444711188712,3.1193284936479135,1.8402482636097008,11.224856321839079
31,0.9895223107966338,1.212284482758621,2.6939655172413794,1.2760889292196007,10.436748266162276
32,0.5671506352087115,1.0775862068965518,1.8432395644283124,1.8432395644283124,9.873137336922255
33,0.992513611615245,0.9428879310344829,1.8432395644283124,1.8432395644283124,9.758520660555797
34,0.7089382940108893,0.9428879310344829,0.9925136116152452,1.4178765880217787,9.985385900140644
35,1.134301270417423,0.5387931034482759,1.4148852872031676,1.276088929219601,10.097634463359036
36,0.8507259528130673,0.6734913793103449,1.411893986384556,1.8432395644283124,9.3118945208303
37,0.705946993192278,0.805347919394733,0.9925136116152452,1.276088929219601,8.304025565012852
38,0.5671506352087115,1.0747444711188712,0.9925136116152452,1.6984606048075233,8.19177700179446
39,0.8507259528130673,1.2094427469809401,0.8507259528130673,0.7059469931922779,7.857399425287355
40,1.2760889292196012,1.344141022843009,0.9925136116152452,0.7059469931922779,6.510416666666665
41,1.4178765880217787,1.616379310344828,1.2730976284009896,0.42536297640653364,5.834557174208254
42,1.4178765880217787,1.7510775862068968,1.2760889292196012,0.7059469931922779,5.161065794897911
43,1.4178765880217787,1.34698275862069,1.1313099695988118,0.5671506352087115,5.051185344827586
44,1.5596642468239565,1.7510775862068968,1.1343012704174231,0.8477346519944559,4.602191091954024
45,1.5596642468239565,1.7510775862068972,1.2730976284009896,0.8507259528130673,4.602191091954024
46,0.5671506352087115,1.6135375745671472,0.5671506352087115,0.9925136116152452,5.387931034482759
47,0.5671506352087115,1.8857758620689657,0.8477346519944559,1.276088929219601,5.836925287356322
48,0.5671506352087115,1.34698275862069,0.9895223107966336,0.9925136116152452,5.163433908045978
49,1.1343012704174231,1.2094427469809401,0.8477346519944559,0.8507259528130673,4.826688218390806
50,0.8507259528130673,1.481681034482759,0.9925136116152452,0.9925136116152452,4.714439655172415
51,0.992513611615245,1.34698275862069,1.1343012704174231,1.1343012704174231,5.163433908045978
52,0.8507259528130673,0.8081896551724139,1.1343012704174231,0.8507259528130673,4.489942528735633
53,1.276088929219601,0.40409482758620696,1.1343012704174231,0.8507259528130673,4.265445402298851
54,1.4178765880217787,0.535951367670595,1.5596642468239568,0.9925136116152452,3.704202586206897
55,0.8507259528130673,0.8081896551724139,0.7089382940108893,1.4148852872031674,3.8164511494252884
56,1.4148852872031676,1.8857758620689657,1.6954693039889117,2.4103901996370243,4.038580162714003
57,3.683487828038014,2.4217272297395613,3.2521422499942574,3.541700169235836,3.7018344730588297
58,5.0923905136039584,3.4993134366361125,4.105859503625935,4.8147977976368255,3.0283430937484845
59,6.368479442823561,4.03810654008439,4.108850804444548,5.668515051268505,2.9184626436781613
60,7.366975656076028,6.052897206460062,5.104355716878405,6.519241004081572,3.030711206896552
61,7.511754615696814,6.858245125854793,4.959576757257615,6.799825020867316,3.0283430937484854
62,9.487807936471471,7.531736505165135,6.238656987295826,8.223684210526315,4.038580162714003
63,11.18626854127899,7.935831332751343,7.508763314878205,9.354994180125127,4.7097034288762805
64,10.492286751361155,7.938673068529027,7.08340033847167,8.649047186932847,5.161065794897911
65,10.775862068965514,9.560735850429213,7.511754615696814,10.060941173317405,5.9468057374266445
66,11.623596720959968,9.417512367234101,8.643064585295624,10.492286751361158,7.296156609195401
67,13.60264134255324,8.744020987923758,9.632586896092256,9.922144815333837,9.314262633978368
68,12.757897991377394,10.096687218099806,9.496781838927301,9.919153514515227,10.436748266162278
69,12.760889292196007,11.174273424996354,9.210215220504335,11.623596720959972,11.11260775862069
70,13.044464609800357,11.850606540084382,8.35948926769127,12.048959697366506,11.671482461564574
71,13.463844984569668,10.368925505601629,8.646055886114237,10.634074410163338,13.804205162713998
72,13.74742030217403,10.234227229739561,9.78035715653166,10.06692377495463,15.151187921334694
73,12.616110332575218,9.9676724137931,8.223684210526315,9.216197822141561,16.159056877152135
74,11.343012704174228,10.234227229739558,6.947595281306715,10.205720132938193,17.959770114942533
75,11.195242443734825,8.88724447111887,7.372958257713247,9.216197822141561,18.633261494252874
76,11.19823374455344,6.8667703331878345,7.231170598911071,8.362480568509882,20.87823275862069
77,10.775862068965516,6.465517241379311,6.8058076225045365,7.656533575317604,22.112966954022983
78,10.48929545054255,6.462675505601629,6.096869328493649,7.656533575317603,22.898706896551726
79,10.631083109344726,6.0585806780154225,4.962568058076227,7.514745916515427,22.786458333333332
80,10.91166712613047,4.040948275862069,5.101364416059792,6.380444646098004,24.46781866846112
81,10.631083109344726,3.636853448275862,4.962568058076227,6.66401996370236,24.580067231679518
82,9.92513611615245,3.5021551724137936,5.243152074861969,6.380444646098004,23.567462049565933
83,9.638569497729481,3.6368534482758625,5.104355716878404,5.671506352087115,23.791959176002717
84,9.63856949772948,2.152330678015423,4.8207803992740486,5.246143375680581,24.916812921334696
85,10.060941173317403,2.424568965517242,4.5372050816696925,4.820780399274048,24.580067231679525
86,9.496781838927305,2.559267241379311,4.534213780851081,5.38793103448276,25.031429597701152
87,8.646055886114237,3.092376873272225,4.534213780851081,4.8207803992740486,25.255926724137936
88,7.6535422744989905,2.69396551724138,4.253629764065336,4.820780399274048,25.48042385057472
89,8.078905250905523,1.8857758620689657,4.3954174228675145,4.5372050816696925,26.378412356321842
90,8.078905250905525,1.0747444711188712,4.5372050816696925,4.817789098455436,26.939655172413797
91,7.086391639290281,1.077586206896552,4.1118421052631575,4.395417422867514,27.61077843857608
92,5.952090368872859,1.212284482758621,4.395417422867514,4.111842105263158,27.94752412823125
93,5.95508166969147,0.9428879310344829,4.5372050816696925,4.253629764065336,27.835275565012854
94,6.096869328493648,0.8081896551724139,4.959576757257615,4.111842105263158,26.939655172413797
95,6.096869328493649,1.0747444711188712,4.67899274047187,4.111842105263158,25.817169540229884
96,6.238656987295826,1.2094427469809401,3.97005444646098,4.247647162428113,24.02119252873563
97,6.090886726856426,1.2122844827586208,4.6789927404718705,4.537205081669692,22.55959309374849
98,6.0938780276750375,1.34698275862069,4.5372050816696925,4.959576757257615,21.21024222197973
99,6.0938780276750375,1.6135375745671472,4.67899274047187,4.2536297640653356,19.980244252873568
100,5.101364416059792,1.6135375745671472,4.253629764065336,4.537205081669692,18.745510057471265
101,3.970054446460981,1.7510775862068968,3.686479128856624,4.67899274047187,19.41900143678161
102,3.97005444646098,1.0775862068965518,3.5446914700544463,4.962568058076226,19.980244252873565
103,4.1118421052631575,1.0775862068965518,3.9670631456423693,4.962568058076227,18.2965158045977
104,3.5446914700544463,1.077586206896552,3.5446914700544467,4.820780399274048,18.85539050754159
105,4.1118421052631575,0.9428879310344829,2.9775408348457355,4.534213780851081,19.528881886851934
106,4.676001439653259,0.9428879310344829,2.410390199637024,4.111842105263158,19.528881886851938
107,4.676001439653259,0.5387931034482759,2.977540834845736,4.2536297640653356,19.30438476041515
